English,Persian
update software ,بروزرسانی نرمافزار
top up account ,افزایش مانده اعتبار حساب
you need to enable one of your accounts to see contacts here .   ,لازم است شما یکی از حساب ها را برای دیدن اشناهایتان فعال کنید .
you need to enable  to see contacts here .   ,لازم است شما را برای دیدن اشناهایتان فعال کنید .
change your presence to see contacts here ,حضور خود را تغییر دهید تا اشناها اینجا را ببینید
you haven  '   t added any contact yet ,شما هنوز هیچ حسابی اضافه نکرده اید
no online contacts ,هیچاشنابرخطی وجود ندارد
contacts ,اشناها
 add contacts ,افزودناشنا
 rooms ,اتاق ها
 manage favorites ,مدیریت علاقهمندی ها
about empathy ,درباره امپاتی
account settings ,تنظیمات حساب
go  online ,برخط شدن
show  offline contacts ,نمایشاشنا هایبرونخط
done ,انجام شد
please enter your account details ,لطفا جزییات حساب خود را وارد کنید
edit  account options ,ویرایش ترجیحات حساب
integrate your im accounts ,یکپارچهسازیحساب های پیامرسانفوری
password not found ,گذرواژه یافت نشد
im account password for   (   )   ,گذوراژه برای حساب ( )
password for chatroom   '     '    on account   (   )   ,گذرواژهبری اتاق گپ « » بر روی حساب ( )
pass word ,گذرواژه
screen  name ,نام روی صفحه نمایش
 port ,درگاه
 server ,کارگزار
% 1$ s on % 2$ s ,٪ 1 $ s در ٪ 2 $ s
login i d ,شناسهی ورود
icq  uin ,icquin
ch aracter set ,تنظیم نویسهگان
character set ,نویسهگان
up ,بالا
down ,پایین
most irc servers don  '   t need a password    so if you  '   re not sure    don  '   t enter a password .   ,بیشتر کارگزارهایirc احتیاجی به گذرواژه ندارند ، بنابراین چناچهمطمین نیستید ، هیچ گذرواژه ای وارد نکنید .
nickname ,نام مستعار
quit message ,پیغام ترک
real name ,نام واقعی
username ,نامکاربری
priori ty ,ا لویت
reso urce ,منبع
nic kname ,نام مستعار
 last name ,نام خانوادگی
 first name ,نام
 published name ,نام منتشره
 jabber id ,شناسهی jabber
e -   mail address ,نشانی پستالکترونیکی
 username ,نام کاربری
use this account to call  landlines and mobile phones ,از این حساب برای تماس های خطوط زمینی و تلفن های همراه استفاده کن
stun server ,کارگزار stun
mechanism ,سازوکار
authentication username ,نام کاربری برای تایید هویت
transport ,انتقال
ignore tls errors ,نادیده گرفتن خطاهای tls
local ip address ,ادرسip محلی
couldn  '   t save picture to file ,نمیتوان تصویر را در پرونده ذخیره کرد
take a picture .   .   .   ,یک عکس بگیرید
select .   .   .   ,انتخاب
full name ,نام کامل
phone number ,شمارهی تلفن
e -  mail address ,نشانی پستالکترونیکی
website ,پایگاهوب
birthday ,روز تولد
last seen  :    ,اخرین حضور :
connected from  :    ,متصل شد از :
away message  :    ,پیغام ترک :
work ,کار
voice ,صوتی
preferred ,ترجیح داده شده
postal ,کد پستی
parcel ,بسته
ssl ,ssl
go online to edit your personal information .   ,برای ویرایش اطلاعات شخصیبرخطشوید .
personal details ,جزییات شخصی
 edit connection parameters .   .   .   ,ویرایش پارامترهای اتصال
 new conversation .   .   .   ,گفتگوی جدید
new  call .   .   .   ,تماس جدید
 add contacts .   .   .   ,افزودناشنا
 join .   .   .   ,پیوستن
 add contact .   .   .   ,افزودناشنا
i ,ر
failed to retrieve your personal information from the server .   ,دریافت اطلاعات شخصی شما از کارگزار شکستخورد .
"which criterion to use when sorting the contact list .   default is to sort by the contact  '   s state with the value  ""  state ""   .   a value of  ""  name ""   will sort the contact list by name .   ",کدام معیار برای مرتب کردن فهرست اشناها بکار گرفتهشود . پیش فرض بر روی مرتب کردن بر اساس وضعیت اشنا با مقدار « state » است . مقدار « name » فهرست را بر اساس نام اشنا مرتب میکند .
call volume ,بلندی صدای تماس
call volume    as a percentage .   ,بلندی صدای تماس ، بر اساس درصد
my web accounts ,حساب های وب من
the account  is edited via  .   ,حساب از طریق ویرایش شد .
edit  ,ویرایش
   is not a valid contact id ,شناسهاشنای « » صحیح نیست
 sms ,اساماسeditindividual ( contextualmenu )
yesterday ,دیروزadatesuchas ، istheday ، themonthandtheyear
delete all history .   .   .   ,پاک کردن تمام تاریخچه
loading .   .   .   ,بارگیری
the ip address of the multicast group ,ادرسip مربوط به گروهچندگانهencodingvideocodec
send video ,فرستادن ویدیو
top up   (   )   .   .   .   ,بالا بردن ( )
top up account credit ,بالا بردن مانده اعتبار
top up .   .   .   ,بالا بردن
credit balance ,مانده اعتبار
juliet ,ژولیت
romeo ,رومیو
input volume  :    ,بلندی صدا ورودی :
input level  :    ,سطح ورودی :
 just tried to call you    but you were in another call .   ,لحظاتی پیش سعی کرد تا با شما تماس بگیرد ، ولی شما در یک تماس دیگر بودید . info
create a new account on the server ,ایجاد یک حساب جدید بر رویکارگزارmyusernameonfreenode
authentification failed for account  ,تایید هویت حساب شکست خورد
the ip address of the multicast group ,ادرسip مربوط به گروه چندگانهcodec
you need to setup an account to see contacts here .   ,شما باید یک حساب بسازید تا بتوانید اشناهایتان را اینجا ببینید .
