English,Persian
"It does not appear to be a valid ISO image
","این بنظر یک تصویر ISO معتبر به نظر نمی‌رسد
"
"Unknown error
","خطا نامشخص
"
"Size mismatch
","عدم تطبیق اندازه
"
"Type mismatch
","عدم تطبیق نوع
"
"Bad argument
","متغیر نادرست
"
"Outrange address
","آدرس خارج از محدوده
"
"Invalid address
","ادرس نامعتبر
"
"Invalid command
","فرمان نامعتبر
"
"Invalid parameter in command
","پارامتر نامعتبر در فرمان
"
"Invalid field in command
","فیلد نامعتبر در فرمان
"
"Key not established
","کلید ساخته نشده
"
"_Hide changes
","_مخفی‌کردن تغییرات
"
"_Show changes
","_نمایش تغییرات
"
"The file does not appear to be a playlist
","پرونده به‌نظر نمیرسد یک فهرست‌پخش باشدDisc Image
"
"Images
","تصاویر
"
"_Color
","_رنگ
"
"Solid color
","رنگ یکدست
"
"Horizontal gradient
","طیف افقی
"
"Vertical gradient
","طیف عمودیDisc Image
"
"_Image
","_عکسDisc Image
"
"Image path:
","مسیر عکس:Disc Image
"
"Choose an image
","یک عکس انتخاب کنیدDisc Image
"
"Image style:
","سبک عکس:
"
"Centered
","وسط چین
"
"Tiled
","کاشی شده
"
"Scaled
","مقیاس شد
"
"Background Properties
","ترجیحات پس‌زمینه
"
"Print
","چاپ
"
"Bac_kground Properties
","ترجیحات _پس‌زمینه
"
"Background properties
","ترجیحات پس‌زمینه
"
"Align right
","تراز به راست
"
"Center
","وسط
"
"Align left
","تراز به چپ
"
"Underline
","زیرخط دار
"
"Italic
","کج
"
"Bold
","پُر رنگ
"
"Font family and size
","خانواده قلم و اندازه
"
"_Text Color
","_رنگ متن
"
"Text color
","رنگ متن
"
"Cover Editor
","ویرایشگر جلد
"
"Set Bac_kground Properties
","تنظیم ترجیحات _پس‌زمینه
"
"SIDES
","اطراف
"
"BACK COVER
","جلد پشتی
"
"FRONT COVER
","جلد جلوییDisc Image
"
"The image could not be loaded.
","تصویر قابل بارگیری نبود
"
"""%s"" could not be handled by GStreamer.
","امکان بکاربردن «%s» توسط GStreamer نبود.
"
"%s element could not be created
","عنصر %s قابل ایجاد نبود
"
"Pick a Color
","یک رنگ انتخاب کنید
"
"CD/DVD Creator
","سازنده سی‌دی/دی‌وی‌دی
"
"Create CDs and DVDs
","ساخت سی‌دی و دی‌وی‌دی
"
"Medium Icon
","شمایل رسانهDisc Imagepicture
"
"CD/DVD Creator Folder
","پوشه‌ی سازنده‌ی سی‌دی/دی‌وی‌دی
"
"Disc Name:
","نام دیسک:
"
"Drag or copy files below to write them to disc
","پرونده‌ها را بکشید یا رونوشت کنید تا بر روی دیسک نوشته شوند
"
"Write to Disc
","نوشتن بر روی دیسک
"
"Write contents to a CD or DVD
","نوشتن محتویات بر روی سی‌دی یا دی‌وی‌دی
"
"Copy Disc
","رونوشت کردن دیسک
"
"_Write to Disc…
","_نوشتن بر روی دیسک...
"
"Write disc image to a CD or DVD
","نوشتن تصویر دیسک بر روی سی‌دی یا دی‌وی‌دی
"
"_Copy Disc…
","_رونشت کردن دیسک...
"
"Create a copy of this CD or DVD
","ساختن یک کپی از این سی‌دی یا دی‌وی‌دی
"
"_Blank Disc…
","_خالی کردن دیسک...
"
"Blank this CD or DVD
","خالی کردن این سی‌دی یا دی‌وی‌دی
"
"_Check Disc…
","_بررسی کردن دیسک...
"
"Check the data integrity on this CD or DVD
","بررسی صحت اطلاعات بر روی این سی‌دی یا دی‌وی‌دی
"
"Data could not be read (%s)
","اطلاعات قابل خواندن نبود (%s)
"
"Data could not be written (%s)
","اطلاعات قابل نوشتن نبودند (%s)
"
"Generates .cue files from audio
","ایجاد پرونده‌های cue از صوت
"
"cdrdao burning suite
","مجموعه سوزاننده‌ی cdrdao
"
"Copying audio track
","درحال رونوشت از شیار صوتی
"
"Copying data track
","درحال رونوشت شیار اطلاعاتی
"
"Analysing track %02i
","درحال تحلیل شیار %I02i
"
"Copying audio track %02d
","درحال رونوشت از شیار صوتی %I02d
"
"Preparing to copy audio disc
","آماده‌سازی برای رونوشت از دیسک صوتی
"
"MD5
","MD5
"
"SHA1
","SHA1
"
"SHA256
","SHA256
"
"""%s"" could not be opened (%s)
","پرونده «%s» قابل باز کردن نبود (%s)
"
"Creating file layout
","درحال ساخت چیدمان پرونده
"
"Creates disc images suitable for video DVDs
","regionset %s
"
"Copying files locally
","رونوشت پرونده‌ها به صورت محلی
"
"File Downloader
","بارگیر پرونده
"
"Converting video file to MPEG2
","تبدیل پرونده‌های ویدئویی به MPEG2
"
"_Project
","_پروژه
"
"_View
","_نما
"
"_Edit
","_ویرایش
"
"_Tools
","_ابزارها
"
"_Help
","_راهنما
"
"P_lugins
","ا_فزونه‌ها
"
"Choose plugins for Brasero
","انتخاب افزونه‌ها برای برازرو
"
"E_ject
","_بیرون دادن
"
"Eject a disc
","بیرون دادن یک دیسک
"
"_Blank…
","_خالی کردن...
"
"Blank a disc
","خالی کردن یک دیسک
"
"Quit Brasero
","خروج از برازرو
"
"_Contents
","_محتویات
"
"Display help
","نمایش راهنما
"
"About
","درباره
"
"Disc Burner
","سوراننده‌ی دیسک
"
"The project is empty
","پروژه خالی است
"
"Brasero Homepage
","صفحه خانگی برازرو
"
"translator-credits
","آرش موسوی <mousavi\.arash\@gmail\.com>
"
"The project ""%s"" does not exist
","پروژه‌ی «%s» وجود ندارد
"
"_Recent Projects
","پروژه‌های _اخیر
"
"Display the projects recently opened
","نمایش پروژه‌های باز شده اخیر
"
"Menu
","منو
"
"Open the selected files
","باز کردن پرونده‌ی انتخاب شده
"
"_Edit Information…
","_ویرایش اطلاعات...
"
"Paste files
","چسباندن پرونده‌ها
"
"I_nsert a Pause
","_وارد کردن یک مکث
"
"Add a 2 second pause after the track
","اضافه کردن یک مکث ۲ ثانیه‌ای پس از شیار
"
"Pause
","مکث
"
"Track
","شیار
"
"Title
","عنوان
"
"Artist
","هنرمند
"
"Length
","طول
"
"_Add File
","_اضافه‌کردن پرونده
"
"Do you want to search for audio files inside the directory?
","آیا می‌خواهید برای پرونده‌های صوتی درون شاخه جست‌وجو کنید؟
"
"Search _Directory
","جست‌وجو _شاخه
"
"Open the specified project
","باز کردن پروژه انتخاب شده
"
"PROJECT
","PROJECT
"
"Open the specified playlist as an audio project
","باز کردن فهرست پخش انتخاب شده به عنوان یک پروژه صوتی
"
"PLAYLIST
","PLAYLIST
"
"Set the drive to be used for burning
","تنظیم دیسک‌گردان جهت استفاده برای سوزاندن
"
"DEVICE PATH
","DEVICE PATH
"
"Create an image file instead of burning
","ساخت یک پرونده ایمیج به جای سوزاندن
"
"Copy a disc
","رونشت از یک دیسک
"
"PATH TO DEVICE
","PATH TO DEVICE
"
"Cover to use
","جلدی برای استفاده
"
"PATH TO COVER
","PATH TO COVER
"
"URI of an image file to burn (autodetected)
","آدرس پرونده ایمیج جهت سوزاندن (خودکار)
"
"PATH TO IMAGE
","PATH TO IMAGE
"
"Force Brasero to display the project selection page
","مجبور کردن برازرو جهت نمایش صفحه‌ی انتخاب پروژه
"
"Open the blank disc dialog
","بازکردن محاوره دیسک خام
"
"Open the check disc dialog
","بازکردن محاوره بررسی دیسک
"
"Burn the contents of the burn:// URI
","سوزاندن محتویات burn:// URI
"
"Start burning immediately.
","شروع فوری سوزاندن.
"
"PATH
","PATH
"
"The XID of the parent window
","شناسه‌ی XID پنجره والد
"
"""%s"" cannot write.
","«%s» نوشته نمی‌شود.
"
"Wrong command line option.
","گزینه خط‌فرمان نادرست.
"
"Incompatible command line options used.
","از گزینه‌های خط‌فرمان ناقص استفاده شده است.
"
"Only one option can be given at a time
","تنها یک گزینه در هر لحظه می‌تواند معین گردد
"
"R_ename…
","تغییر _نام...
"
"Rename the selected file
","تغییر نام پرونده انتخاب شده
"
"New _Folder
","پوشه _جدید
"
"Create a new empty folder
","ساخت یک پوشه خالی جدید
"
"The session could not be imported.
","نمی‌توان نشست را وارد کرد.
"
"Discard the current modified project ?
","ذخیره پروژه فعلی
"
"_Keep
","_نگه‌داشتن
"
"_Replace
","_جای‌گزینی
"
"Al_ways Replace
","همیشه جای‌گزین شود
"
"Import %s
","صادر کردن %s
"
"I_mport %s
","صادر کردن %s
"
"I_mport
","_صادر کردن
"
"I_mport Session
","_وارد کردن نشست
"
"_Rename
","_تغییر نام
"
"Files
","پرونده‌ها
"
"Size
","اندازه
"
"Description
","توضیحات
"
"Space
","فضا
"
"_Eject
","_بیرون دادن
"
"Eject Disc
","بیرون دادن دیسک
"
"Audio files
","پرونده‌های صوتی
"
"Movies
","فیلم‌ها
"
"Filter Options
","گزینه‌های صافی
"
"Type
","نوع
"
"_Restore
","_بازآوری
"
"_Options…
","_گزینه‌ها...
"
"P_review
","_پیش‌نمایشDisc Image
"
"Display video, audio and image preview
","نمایش پیش‌نمایش ویدئو، صوت و عکس
"
"_Show Side Panel
","_نمایش قاب جانبی
"
"_Horizontal Layout
","چیدمان _افقی
"
"Set a horizontal layout
","تنظیم یک چیدمان افقی
"
"_Vertical Layout
","چیدمان _عمودی
"
"Set a vertical layout
","تنظیم یک چیدمان عمودی
"
"Click to close the side pane
","برای بستن نوار جانبی کلیک کنید
"
"This information will be written to the disc using CD-Text technology. It can be read and displayed by some audio CD players.
","این اطلاعات از طریق فناوری CD-Text بر روی دیسک نوشته خواهد شد. این اطلاعات می‌تواند توسط برخی از پخش‌کننده‌های صوتی خوانده و نمایش داده شود.
"
"Song titles
","عناوین آهنگ
"
"Artist:
","هنرمند:
"
"Pause length:
","طول مکث:
"
"Song Information
","اطلاعات آهنگ
"
"No preview
","بدون پیش‌نمایش
"
"Error parsing playlist ""%s"".
","خطا در تجزیه فهرست‌پخش «%s»
"
"Select Playlist
","انتخاب فهرست پخش
"
"Playlists
","فهرست‌های پخش
"
"Number of Songs
","تعداد آهنگ‌ها
"
"Genre
","ژانر
"
"Plugin
","افزونه
"
"Enabled
","فعال شد
"
"Copyright %s
","حق رونوشت %s
"
"_About
","_راهنما
"
"C_onfigure
","_پیکربندی
"
"A_ctivate
","_فعال کردن
"
"Ac_tivate All
","_فعال کردن همه
"
"_Deactivate All
","_غیرفعال کردن همه
"
